Elapsed Millisecond,IMU 1 - Acceleration X,IMU 1 - Acceleration Y,IMU 1 - Acceleration Z,IMU 1 - AngularVelocity X,IMU 1 - AngularVelocity Y,IMU 1 - AngularVelocity Z,IMU 2 - Acceleration X,IMU 2 - Acceleration Y,IMU 2 - Acceleration Z,IMU 2 - AngularVelocity X,IMU 2 - AngularVelocity Y,IMU 2 - AngularVelocity Z,IMU 3 - Acceleration X,IMU 3 - Acceleration Y,IMU 3 - Acceleration Z,IMU 3 - AngularVelocity X,IMU 3 - AngularVelocity Y,IMU 3 - AngularVelocity Z,Marker 1 - X,Marker 1 - Y,Marker 1 - Z,Marker 2 - X,Marker 2 - Y,Marker 2 - Z,Marker 3 - X,Marker 3 - Y,Marker 3 - Z,Marker 4 - X,Marker 4 - Y,Marker 4 - Z,Marker 5 - X,Marker 5 - Y,Marker 5 - Z,Marker 6 - X,Marker 6 - Y,Marker 6 - Z,Marker 7 - X,Marker 7 - Y,Marker 7 - Z,Marker 8 - X,Marker 8 - Y,Marker 8 - Z,Marker 9 - X,Marker 9 - Y,Marker 9 - Z,Marker 10 - X,Marker 10 - Y,Marker 10 - Z
941203,-0.03,0.93,0.39,-2.77,0.74,-2.31,-0.05,0.99,0.13,-0.07,-1.46,-0.5,0.92,-0.04,-0.39,5.68,2.38,-1.95,-219.729691,1131.61353,341.820068,-219.292252,1079.20862,333.976044,-219.815964,901.736145,306.584839,-219.419266,861.165955,330.020538,-216.359146,1184.75244,338.6354,-212.511032,1285.96289,316.9009,-214.262344,1235.25928,333.6578,-219.1073,941.9138,284.046234,-219.487991,979.333,306.450378,-219.130814,1030.18933,318.227173
941213,-0.04,0.93,0.4,-2.95,0.82,-2.43,-0.05,1,0.13,-0.04,-1.15,-0.88,0.92,-0.04,-0.39,5.55,2.44,-2.01,-219.786591,1131.59534,341.868622,-219.328354,1079.20471,334.116119,-219.82724,901.7369,306.6279,-219.418747,861.1369,330.135681,-216.463959,1184.6897,338.724,-212.577026,1285.96167,316.986,-214.273224,1235.23645,333.7228,-219.13652,941.8727,284.0984,-219.5288,979.3083,306.5496,-219.163651,1030.20154,318.252777
941223,-0.04,0.93,0.39,-3.22,1.03,-2.52,-0.05,1,0.13,-0.11,-0.87,-0.9,0.92,-0.03,-0.39,5.62,2.5,-2.14,-219.781128,1131.56567,341.986176,-219.360046,1079.22473,334.140656,-219.881546,901.68866,306.734833,-216.497849,1184.70654,338.788055,-212.614227,1285.93,317.044678,-219.490265,861.1521,330.146484,-214.357788,1235.23218,333.796631,-219.207291,1030.1936,318.3313,-219.186569,941.9013,284.206543,-219.564972,979.258362,306.624725
941233,-0.03,0.93,0.39,-3.37,0.92,-2.51,-0.05,1,0.13,0.14,-1.17,-1.03,0.92,-0.03,-0.39,5.62,2.5,-2.14,-219.865936,1131.54431,342.032867,-219.370682,1079.17017,334.234161,-219.885925,901.6966,306.7877,-216.553513,1184.66882,338.892029,-219.369064,861.0733,330.338562,-212.605423,1285.94434,317.174042,-214.41568,1235.20044,333.8963,-219.279892,941.882568,284.1501,-219.625778,979.305847,306.702545,-219.259232,1030.19666,318.441833
941243,-0.03,0.92,0.39,-3.5,1.24,-2.66,-0.05,1,0.13,0.37,-1.13,-0.85,0.92,-0.03,-0.39,5.55,2.56,-2.26,-219.871613,1131.54382,342.0831,-219.4292,1079.16565,334.287872,-219.5706,861.1148,330.2486,-216.613571,1184.6554,339.007843,-219.871246,901.680847,306.859863,-212.612946,1285.88806,317.266449,-214.420639,1235.17749,333.987427,-219.246719,941.8924,284.332184,-219.682144,979.292969,306.761932,-219.293472,1030.18311,318.455872
941253,-0.03,0.93,0.4,-3.35,1.3,-2.49,-0.05,1,0.13,0.31,-1.08,-1.01,0.92,-0.03,-0.39,5.37,2.69,-2.26,-219.974045,1131.50476,342.147522,-219.488983,1079.13269,334.396942,-219.972427,901.658752,306.8888,-219.557983,861.0768,330.432,-216.679413,1184.62085,339.077942,-212.6867,1285.85193,317.351,-214.50235,1235.17676,334.0488,-219.26828,941.858459,284.411163,-219.705063,979.2268,306.838623,-219.439,1030.18958,318.520172
941263,-0.03,0.92,0.39,-3.08,1.37,-2.51,-0.05,1,0.13,0.31,-1.01,-0.92,0.92,-0.04,-0.39,5.19,2.62,-2.38,-220.000931,1131.52258,342.249237,-219.546555,1079.10461,334.449615,-219.626526,861.093933,330.470978,-219.9751,901.6543,306.996033,-216.689835,1184.61536,339.1216,-212.658432,1285.90112,317.496826,-214.548752,1235.15454,334.170746,-219.747482,979.259155,306.8586,-219.368851,941.8495,284.347534,-219.411835,1030.17468,318.55368
941273,-0.03,0.92,0.4,-3.04,1.85,-2.17,-0.05,1,0.13,0.09,-0.64,-1,0.92,-0.04,-0.39,4.94,2.62,-2.44,-219.599747,1079.12231,334.541443,-220.0624,1131.51855,342.3255,-220.046417,901.695251,307.034149,-216.718674,1184.6355,339.1976,-219.729172,861.089966,330.519531,-212.8097,1285.898,317.535583,-214.580276,1235.168,334.236,-219.471039,941.878357,284.296967,-219.835144,979.21,306.9089,-219.412231,1030.19421,318.712433
941283,-0.03,0.93,0.4,-3.15,1.61,-2.04,-0.05,1,0.13,0.13,-0.66,-1.1,0.92,-0.04,-0.39,4.76,2.62,-2.38,-220.1076,1131.53979,342.405334,-219.608963,1079.1571,334.619751,-219.79071,861.1492,330.581116,-216.786636,1184.62341,339.308258,-220.0674,901.7519,307.1081,-212.755478,1285.9104,317.672028,-214.5988,1235.19275,334.363464,-219.471909,941.8769,284.512878,-219.87233,979.2978,306.9743,-219.504028,1030.151,318.7253
941293,-0.03,0.92,0.39,-3.02,1.92,-1.83,-0.05,1,0.13,-0.1,-0.68,-1.17,0.92,-0.04,-0.39,4.64,2.56,-2.44,-220.168442,1131.52063,342.450043,-219.610611,1079.17639,334.738037,-219.805634,861.126465,330.6861,-220.1013,901.7401,307.1851,-216.798218,1184.654,339.391022,-212.795425,1285.93433,317.753052,-214.642319,1235.19006,334.436737,-219.440186,941.896851,284.596283,-219.808167,979.2978,307.102448,-219.521225,1030.17981,318.792267
941303,-0.03,0.93,0.39,-2.56,2.15,-1.53,-0.05,1,0.13,0.01,-0.68,-1.21,0.92,-0.04,-0.38,4.27,2.44,-2.56,-220.133286,1131.52515,342.517975,-219.697647,1079.16577,334.7878,-216.839813,1184.63062,339.439453,-220.12178,901.743835,307.220734,-212.854858,1285.909,317.8858,-219.9248,861.144043,330.663452,-214.664032,1235.1842,334.521423,-219.92099,979.3062,307.153931,-219.486008,941.889343,284.649445,-219.577591,1030.15454,318.8134
941314,-0.03,0.92,0.39,-2.46,2.23,-1.4,-0.05,1,0.14,-0.1,-0.56,-0.81,0.92,-0.04,-0.39,4.03,2.38,-2.5,-220.228424,1131.47986,342.6553,-219.7497,1079.13171,334.974945,-219.94574,861.023438,330.847473,-216.940414,1184.55286,339.6411,-212.914658,1285.81287,318.063843,-220.252563,901.6692,307.332275,-214.732681,1235.10107,334.6869,-219.995789,979.2408,307.274567,-219.666321,941.830566,284.78186,-219.643372,1030.14526,319.04422
941324,-0.03,0.92,0.4,-2.16,2.11,-1.43,-0.06,1,0.13,-0.21,-0.34,-1.07,0.92,-0.04,-0.39,4.03,2.32,-2.5,-220.228424,1131.47986,342.6553,-219.7497,1079.13171,334.974945,-219.94574,861.023438,330.847473,-216.940414,1184.55286,339.6411,-212.914658,1285.81287,318.063843,-220.252563,901.6692,307.332275,-214.732681,1235.10107,334.6869,-219.995789,979.2408,307.274567,-219.666321,941.830566,284.78186,-219.643372,1030.14526,319.04422
941334,-0.03,0.93,0.39,-2.33,2.27,-1.14,-0.05,1,0.13,-0.28,0.01,-0.41,0.92,-0.04,-0.39,3.91,2.38,-2.5,-220.267822,1131.44812,342.836,-219.758453,1079.049,335.0822,-216.9496,1184.47437,339.8506,-219.9236,860.940247,331.082855,-220.2995,901.605835,307.482178,-212.986557,1285.77966,318.227,-214.793869,1235.05188,334.870575,-219.6243,941.8085,284.899719,-220.056824,979.2073,307.3708,-219.661819,1030.13379,319.1584
941344,-0.03,0.93,0.39,-2.53,2.62,-1.3,-0.05,1,0.13,-0.02,0.08,-0.49,0.92,-0.04,-0.39,3.78,2.56,-2.32,-220.3013,1131.45813,342.9241,-219.800415,1079.05981,335.17868,-219.948532,860.9655,331.059357,-216.993973,1184.49463,339.9382,-213.002289,1285.77563,318.315155,-214.842026,1235.08752,334.950439,-220.51561,901.6538,307.351257,-219.6552,941.837,284.990448,-220.034729,979.185364,307.51944,-219.647018,1030.1062,319.210052
941354,-0.03,0.93,0.39,-3.36,2,-1.46,-0.05,1,0.13,-0.24,0.24,-0.49,0.92,-0.04,-0.39,3.78,2.56,-2.32,-220.3013,1131.45813,342.9241,-219.800415,1079.05981,335.17868,-219.948532,860.9655,331.059357,-216.993973,1184.49463,339.9382,-213.002289,1285.77563,318.315155,-214.842026,1235.08752,334.950439,-220.51561,901.6538,307.351257,-219.6552,941.837,284.990448,-220.034729,979.185364,307.51944,-219.647018,1030.1062,319.210052
941364,-0.03,0.93,0.39,-3.42,2.22,-1.52,-0.05,1,0.13,-0.02,0.43,-0.33,0.92,-0.04,-0.39,4.15,2.62,-2.26,-220.298569,1131.45178,343.104553,-219.8106,1079.05078,335.343842,-219.915329,860.950562,331.231384,-217.041962,1184.52332,340.081879,-213.034149,1285.80176,318.514954,-214.885483,1235.07788,335.132172,-220.49913,901.6543,307.518066,-219.676636,941.8522,285.1641,-220.141022,979.1772,307.6222,-219.677933,1030.10156,319.3625
941374,-0.04,0.93,0.39,-3.46,2.47,-1.62,-0.05,1,0.13,0.05,0.62,-0.14,0.92,-0.03,-0.39,4.46,2.75,-2.26,-220.298569,1131.45178,343.104553,-219.8106,1079.05078,335.343842,-219.915329,860.950562,331.231384,-217.041962,1184.52332,340.081879,-213.034149,1285.80176,318.514954,-214.885483,1235.07788,335.132172,-220.49913,901.6543,307.518066,-219.676636,941.8522,285.1641,-220.141022,979.1772,307.6222,-219.677933,1030.10156,319.3625
