Elapsed Millisecond,IMU 1 - Acceleration X,IMU 1 - Acceleration Y,IMU 1 - Acceleration Z,IMU 1 - AngularVelocity X,IMU 1 - AngularVelocity Y,IMU 1 - AngularVelocity Z,IMU 2 - Acceleration X,IMU 2 - Acceleration Y,IMU 2 - Acceleration Z,IMU 2 - AngularVelocity X,IMU 2 - AngularVelocity Y,IMU 2 - AngularVelocity Z,IMU 3 - Acceleration X,IMU 3 - Acceleration Y,IMU 3 - Acceleration Z,IMU 3 - AngularVelocity X,IMU 3 - AngularVelocity Y,IMU 3 - AngularVelocity Z,Marker 1 - X,Marker 1 - Y,Marker 1 - Z,Marker 2 - X,Marker 2 - Y,Marker 2 - Z,Marker 3 - X,Marker 3 - Y,Marker 3 - Z,Marker 4 - X,Marker 4 - Y,Marker 4 - Z,Marker 5 - X,Marker 5 - Y,Marker 5 - Z,Marker 6 - X,Marker 6 - Y,Marker 6 - Z,Marker 7 - X,Marker 7 - Y,Marker 7 - Z,Marker 8 - X,Marker 8 - Y,Marker 8 - Z,Marker 9 - X,Marker 9 - Y,Marker 9 - Z,Marker 10 - X,Marker 10 - Y,Marker 10 - Z
704433,0.06,0.99,-0.2,-3.72,1.95,-1.47,-0.06,0.99,0.15,-0.92,-0.47,-1.11,0.97,-0.04,-0.2,3.85,1.59,-2.69,-265.724274,1214.1427,309.940247,-266.116333,1265.31885,311.081482,-263.3204,1317.73987,307.085541,-260.565552,1419.12915,282.687347,-266.020569,1014.58649,286.291565,-263.0983,973.595642,296.160431,-262.170868,1369.116,301.423218,-265.4451,1110.2356,299.243469,-264.955872,1162.16943,304.879547,-265.703369,1063.8092,288.6645
704443,0.06,0.99,-0.2,-3.43,2.04,-1.3,-0.06,0.99,0.16,-0.77,-0.78,-0.98,0.97,-0.04,-0.2,3.85,1.95,-2.5,-265.701,1214.14343,309.7907,-266.089233,1265.28906,310.941162,-263.312531,1317.732,306.9068,-260.543549,1419.10974,282.521851,-265.96463,1014.56525,286.1494,-262.999451,973.594666,296.092255,-262.1935,1369.098,301.258484,-265.4285,1110.27527,299.1446,-264.937225,1162.19958,304.801819,-265.676056,1063.79858,288.5392
704454,0.06,1,-0.2,-3.54,1.56,-0.82,-0.06,1,0.16,-0.37,-1.1,-1.03,0.97,-0.03,-0.2,3.85,2.01,-2.44,-265.70343,1214.12024,309.6815,-266.070862,1265.27917,310.801453,-263.2866,1317.70642,306.740448,-260.489655,1419.07556,282.399933,-265.924683,1014.54169,286.0258,-262.980774,973.5468,295.988,-262.1138,1369.07581,301.1295,-264.966064,1162.2439,304.6791,-265.46524,1110.20569,298.951447,-265.910339,1063.85071,288.154449
704463,0.06,1,-0.2,-3.4,1.5,-0.53,-0.06,0.99,0.16,-0.14,-1.37,-0.92,0.98,-0.04,-0.2,4.15,2.38,-2.2,-265.6611,1214.0874,309.5469,-266.068542,1265.25879,310.659363,-263.297577,1317.64685,306.5607,-260.46582,1419.04846,282.2867,-265.9364,1014.5282,285.900238,-262.10083,1369.03149,300.9965,-262.937683,973.5184,295.885132,-264.945038,1162.194,304.600159,-265.344421,1110.13708,298.901825,-265.70105,1063.82764,288.238678
704473,0.07,0.99,-0.19,-2.78,0.9,-0.54,-0.06,0.99,0.16,-0.08,-1.58,-1,0.98,-0.04,-0.2,4.15,2.38,-2.2,-266.025055,1265.25916,310.558044,-265.693848,1214.06934,309.415924,-263.269135,1317.64111,306.4857,-260.466827,1419.0625,282.137238,-265.870239,1014.50879,285.766479,-262.0918,1369.02832,300.8753,-262.8934,973.5342,295.778,-264.9381,1162.18372,304.420135,-265.298553,1110.18335,298.860931,-265.7369,1063.78589,288.0832
704484,0.06,0.99,-0.19,-2.14,0.91,-0.5,-0.05,0.99,0.16,0.08,-1.69,-0.72,0.97,-0.04,-0.2,4.39,2.56,-2.14,-266.038177,1265.2533,310.450562,-265.682617,1214.063,309.306458,-263.34256,1317.62952,306.308655,-260.525726,1419.06641,282.005219,-265.8979,1014.52869,285.629944,-262.089752,1369.02771,300.753448,-262.846466,973.5808,295.662872,-264.9969,1162.13611,304.2892,-265.37146,1110.13037,298.703247,-265.766632,1063.67834,287.933655
704493,0.07,1,-0.2,-2.48,1.12,-0.72,-0.05,0.99,0.16,0.27,-1.82,-0.79,0.97,-0.04,-0.2,4.64,2.87,-2.08,-266.0348,1265.25342,310.350372,-265.7141,1214.05054,309.158447,-263.2963,1317.64917,306.2644,-260.4953,1419.03113,281.96106,-265.806732,1014.49683,285.486969,-262.1537,1369.02222,300.65863,-262.765533,973.5151,295.5714,-264.9804,1162.22058,304.166229,-265.342651,1110.09753,298.535278,-265.752716,1063.83032,287.825378
704504,0.07,1,-0.19,-2.24,1.76,-0.87,-0.04,0.99,0.16,0.32,-1.27,-0.75,0.98,-0.05,-0.2,4.64,2.87,-2.08,-266.065979,1265.22778,310.253571,-265.715,1214.03967,309.053558,-263.3539,1317.60156,306.094,-260.533,1419.02942,281.8499,-265.77,1014.49365,285.358,-262.1577,1368.99744,300.567841,-264.957977,1162.19275,304.071136,-262.7298,973.552246,295.5047,-265.333954,1110.15161,298.476379,-265.677765,1063.84351,287.710938
704514,0.07,1,-0.19,-2.27,1.92,-1.31,-0.04,0.99,0.15,0.27,-1.53,-0.63,0.97,-0.05,-0.2,4.27,2.99,-2.08,-266.0841,1265.207,310.185181,-265.728577,1214.01147,308.972656,-263.3871,1317.60315,306.036133,-260.572083,1419.0061,281.781555,-265.814117,1014.49237,285.230072,-262.159576,1368.96924,300.484039,-264.984,1162.15039,303.958954,-262.734467,973.5585,295.365051,-265.391418,1110.12744,298.358826,-265.709534,1063.826,287.572876
704524,0.07,0.99,-0.19,-2.45,1.53,-1.42,-0.04,0.99,0.16,0.23,-1.18,-0.78,0.97,-0.05,-0.2,4.46,3.05,-2.2,-266.105438,1265.17358,310.1022,-265.725342,1213.95313,308.8943,-260.534332,1418.96826,281.719666,-263.381134,1317.5686,305.9417,-265.7902,1014.44952,285.100037,-264.93512,1162.156,303.887115,-262.1607,1368.94043,300.418732,-262.750824,973.497253,295.221222,-265.40332,1110.11572,298.195557,-265.830048,1063.69861,287.4327
