Elapsed Millisecond,IMU 1 - Acceleration X,IMU 1 - Acceleration Y,IMU 1 - Acceleration Z,IMU 1 - AngularVelocity X,IMU 1 - AngularVelocity Y,IMU 1 - AngularVelocity Z,IMU 2 - Acceleration X,IMU 2 - Acceleration Y,IMU 2 - Acceleration Z,IMU 2 - AngularVelocity X,IMU 2 - AngularVelocity Y,IMU 2 - AngularVelocity Z,IMU 3 - Acceleration X,IMU 3 - Acceleration Y,IMU 3 - Acceleration Z,IMU 3 - AngularVelocity X,IMU 3 - AngularVelocity Y,IMU 3 - AngularVelocity Z,Marker 1 - X,Marker 1 - Y,Marker 1 - Z,Marker 2 - X,Marker 2 - Y,Marker 2 - Z,Marker 3 - X,Marker 3 - Y,Marker 3 - Z,Marker 4 - X,Marker 4 - Y,Marker 4 - Z,Marker 5 - X,Marker 5 - Y,Marker 5 - Z,Marker 6 - X,Marker 6 - Y,Marker 6 - Z,Marker 7 - X,Marker 7 - Y,Marker 7 - Z,Marker 8 - X,Marker 8 - Y,Marker 8 - Z,Marker 9 - X,Marker 9 - Y,Marker 9 - Z,Marker 10 - X,Marker 10 - Y,Marker 10 - Z
2748047,0,1,0.12,-1.86,4.55,-1.66,-0.04,1.01,0.06,3.43,0.26,-0.51,0.96,-0.06,-0.25,3.6,5.98,-3.17,-252.019043,1354.19629,349.8322,-250.062881,1406.53113,348.78653,-248.6184,1106.25171,336.2407,-250.374908,1303.30139,345.581482,-248.9524,1509.766,332.8661,-249.172073,1457.55444,346.7203,-248.119888,1251.49719,339.2779,-248.62796,1061.63684,347.7434,-246.884888,1155.60767,321.89267,-247.436981,1197.65039,331.07016
2748058,0,1,0.12,-1.75,4.14,-1.7,-0.03,1.01,0.06,3.75,-0.47,-0.97,0.97,-0.06,-0.25,3.6,6.29,-3.23,-251.87146,1354.06482,349.714844,-249.923737,1406.36011,348.693542,-248.567337,1106.10266,335.907379,-248.820572,1509.5896,332.821564,-250.291977,1303.159,345.3813,-249.076614,1457.40869,346.640259,-248.0962,1251.36426,339.130432,-248.598984,1061.46924,347.384827,-246.802277,1155.45374,321.566559,-247.274551,1197.47852,330.840576
2748068,0,1.01,0.13,-2.44,2.93,-1.78,-0.03,1.02,0.05,3.59,-0.21,-0.69,0.97,-0.06,-0.25,3.97,6.16,-3.11,-251.782486,1353.90955,349.560028,-248.5374,1105.96606,335.5151,-249.85881,1406.217,348.583435,-248.702057,1509.42065,332.79483,-248.985321,1457.26111,346.560425,-248.0868,1251.16284,339.055237,-246.829483,1155.37439,320.717621,-250.276825,1302.99158,344.715942,-248.47261,1061.3324,347.069519,-247.229767,1197.27893,330.490051
2748078,0,1.01,0.13,-2.47,2.22,-2.08,-0.03,1.01,0.05,3.77,-1.32,-0.92,0.97,-0.06,-0.25,4.52,5.92,-2.99,-251.704636,1353.73071,349.406,-249.731583,1406.03137,348.5443,-248.522186,1105.812,335.166534,-248.661255,1509.303,332.793732,-250.173889,1302.84534,344.9442,-248.825134,1457.08032,346.538574,-248.037155,1251.04456,338.749634,-248.723343,1061.6106,346.861542,-246.797714,1155.27393,320.3599,-247.144424,1197.079,330.2546
2748088,0,1.01,0.13,-3.49,2.46,-1.99,-0.03,1.01,0.05,3.69,-0.85,-0.84,0.97,-0.03,-0.26,5.62,5.74,-2.69,-249.675766,1405.86487,348.373077,-248.503632,1105.72729,334.850525,-251.617737,1353.59888,349.275574,-250.097549,1302.65491,344.761383,-248.475449,1509.115,332.806244,-248.755478,1456.92078,346.4704,-247.965149,1250.88574,338.46,-246.753845,1155.15662,320.0643,-247.1458,1196.94263,329.939819,-248.564163,1061.30347,346.070953
2748098,0,1,0.11,-1.91,2.78,-1.54,-0.03,1.01,0.05,3.63,-1.34,-0.96,0.97,-0.06,-0.26,5.62,5.74,-2.69,-249.586975,1405.73438,348.293121,-251.503525,1353.422,349.161133,-248.437927,1105.63953,334.508331,-250.0426,1302.48572,344.518951,-248.402756,1508.98328,332.782379,-248.638077,1456.7821,346.3941,-247.926025,1250.84656,338.774384,-246.518646,1154.98975,320.375275,-247.140915,1196.81653,329.560242,-248.435135,1061.19189,345.756866
2748109,0,1,0.13,-2.33,2.11,-1.78,-0.03,1,0.05,3.81,-0.43,-1.21,0.96,-0.05,-0.26,6.04,5.62,-2.56,-251.3033,1353.17737,348.9084,-249.4067,1405.47754,348.092743,-248.234116,1105.43567,333.8783,-249.878372,1302.24243,344.243774,-248.421677,1456.51331,346.306183,-248.177032,1508.73792,332.794647,-247.642487,1250.51489,337.442169,-246.406326,1154.83008,319.6609,-248.224777,1060.95435,345.306824,-247.008316,1196.65466,329.027985
2748119,0,1,0.13,-2.01,2.49,-1.34,-0.04,1.01,0.04,3.67,-1.5,-1.12,0.96,-0.05,-0.26,6.65,5.62,-2.5,-251.3033,1353.17737,348.9084,-249.4067,1405.47754,348.092743,-248.234116,1105.43567,333.8783,-249.878372,1302.24243,344.243774,-248.421677,1456.51331,346.306183,-248.177032,1508.73792,332.794647,-247.642487,1250.51489,337.442169,-246.406326,1154.83008,319.6609,-248.224777,1060.95435,345.306824,-247.008316,1196.65466,329.027985
2748130,0.01,1,0.12,-2.31,1.98,-1.16,-0.04,1.01,0.03,3.28,-3.36,-1.18,0.96,-0.06,-0.26,6.65,5.62,-2.5,-249.304077,1405.14417,347.876373,-251.25795,1352.81641,348.6791,-248.158279,1105.20471,333.2751,-248.0474,1508.438,332.7414,-249.7763,1301.95654,343.9104,-248.26712,1456.11133,346.160034,-247.51416,1250.31287,337.111572,-246.4717,1154.60425,318.499023,-246.914978,1196.41748,328.490051,-248.201828,1060.77576,344.696747
2748139,0.01,1,0.13,-2.73,1.86,-1.4,-0.04,1.01,0.04,2.83,-2.3,-1.18,0.97,-0.06,-0.26,6.65,5.55,-2.14,-251.293533,1352.60278,348.543,-249.289566,1404.98975,347.79303,-248.171478,1105.01965,332.983643,-249.759476,1301.79834,343.703369,-248.003036,1508.26013,332.755371,-248.3099,1455.93152,346.097931,-247.561264,1250.12134,336.992554,-246.470642,1154.46643,318.243774,-246.921082,1196.14343,328.267975,-248.113358,1060.46155,344.514252
