Elapsed Millisecond,IMU 1 - Acceleration X,IMU 1 - Acceleration Y,IMU 1 - Acceleration Z,IMU 1 - AngularVelocity X,IMU 1 - AngularVelocity Y,IMU 1 - AngularVelocity Z,IMU 2 - Acceleration X,IMU 2 - Acceleration Y,IMU 2 - Acceleration Z,IMU 2 - AngularVelocity X,IMU 2 - AngularVelocity Y,IMU 2 - AngularVelocity Z,IMU 3 - Acceleration X,IMU 3 - Acceleration Y,IMU 3 - Acceleration Z,IMU 3 - AngularVelocity X,IMU 3 - AngularVelocity Y,IMU 3 - AngularVelocity Z,Marker 1 - X,Marker 1 - Y,Marker 1 - Z,Marker 2 - X,Marker 2 - Y,Marker 2 - Z,Marker 3 - X,Marker 3 - Y,Marker 3 - Z,Marker 4 - X,Marker 4 - Y,Marker 4 - Z,Marker 5 - X,Marker 5 - Y,Marker 5 - Z,Marker 6 - X,Marker 6 - Y,Marker 6 - Z,Marker 7 - X,Marker 7 - Y,Marker 7 - Z,Marker 8 - X,Marker 8 - Y,Marker 8 - Z,Marker 9 - X,Marker 9 - Y,Marker 9 - Z,Marker 10 - X,Marker 10 - Y,Marker 10 - Z
1822048,-0.04,0.9,0.46,-3.18,1.39,-3.85,-0.09,1.01,0.02,-1.45,-0.6,-2.41,0.93,0,-0.36,6.65,1.65,-3.66,-236.435074,1231.27087,360.5981,-241.837433,1179.01013,356.9375,-232.168686,1282.15479,361.6198,-226.737122,1334.65808,349.04895,-244.695587,910.9699,339.824219,-242.503922,1127.51575,341.987854,-244.864227,953.6892,318.005066,-245.201538,1032.86169,312.185516,-243.6889,993.9687,294.07486,-242.91362,1082.0835,320.873779
1822058,-0.03,0.9,0.46,-3.05,1.29,-3.56,-0.09,1.01,0.02,-1.46,-0.02,-2.73,0.93,0,-0.36,6.59,1.53,-3.85,-236.397232,1231.25415,360.572,-241.749008,1179.00171,356.9347,-244.687775,953.712,318.2276,-232.033783,1282.16736,361.658478,-244.724075,910.96814,339.8266,-226.634872,1334.60913,349.034576,-242.4843,1127.45764,341.9306,-245.202164,1032.84241,312.153046,-243.690536,993.942139,294.00174,-242.865555,1082.01282,320.9788
1822069,-0.03,0.89,0.46,-2.62,1.68,-3.56,-0.09,1.01,0.02,-1.47,0.19,-2.84,0.93,0,-0.36,6.35,1.34,-3.91,-236.254272,1231.28064,360.5923,-241.676468,1178.98816,356.9323,-231.9912,1282.13977,361.636169,-226.516434,1334.62268,349.043335,-244.773529,910.9338,339.9056,-242.459518,1127.47412,341.9687,-244.907318,953.7056,318.105042,-245.183746,1032.83484,312.251465,-243.615738,993.9665,294.124084,-242.896362,1082.11072,320.8699
1822079,-0.04,0.89,0.46,-2.28,1.81,-3.45,-0.09,1.01,0.02,-1.71,0.14,-2.74,0.93,0,-0.36,5.68,1.4,-4.09,-236.1676,1231.29688,360.5968,-241.614075,1179.0177,356.976227,-244.690674,953.7197,318.313354,-231.872482,1282.17981,361.6256,-226.380753,1334.6073,349.040283,-244.758972,910.9669,339.932739,-242.3758,1127.47766,341.9236,-245.146164,1032.80212,312.2469,-243.612061,993.9413,294.185333,-242.698151,1082.0697,321.0731
1822089,-0.04,0.89,0.45,-1.87,2.15,-3.17,-0.09,1.01,0.02,-1.61,0.18,-2.84,0.93,0,-0.36,5.68,1.4,-4.09,-236.096176,1231.30066,360.613373,-241.535065,1179.056,356.9951,-244.710068,953.7439,318.392365,-231.744,1282.20471,361.6405,-244.897171,910.9865,339.916656,-226.195953,1334.689,349.019836,-242.321411,1127.49353,341.978973,-245.1834,1032.788,312.238922,-243.671646,993.9034,294.194366,-242.642059,1082.01819,321.1044
1822099,-0.03,0.89,0.46,-1.63,2.11,-3.27,-0.09,1.01,0.02,-1.92,0.55,-2.86,0.93,0,-0.36,5.55,1.28,-4.15,-236.042633,1231.33545,360.6485,-241.47757,1179.06335,357.007782,-244.723953,953.7514,318.432526,-231.6395,1282.1991,361.6433,-244.776657,911.0209,339.998779,-226.045929,1334.70215,349.034729,-242.2514,1127.48486,341.991669,-245.141052,1032.84253,312.323822,-243.547424,993.9484,294.297,-242.656357,1082.07043,321.112427
1822109,-0.04,0.89,0.46,-1.2,2.35,-3.01,-0.09,1.01,0.01,-2.04,0.32,-2.93,0.93,0,-0.36,5.37,1.16,-4.27,-235.866638,1231.33691,360.647217,-241.370911,1179.08618,357.030975,-244.6748,953.752563,318.467834,-231.4854,1282.24048,361.649567,-244.78772,911.0157,340.032074,-225.808456,1334.68677,349.0655,-242.187317,1127.54565,341.998535,-245.1318,1032.90808,312.316833,-243.53717,993.9741,294.404846,-242.602127,1082.102,321.142242
1822119,-0.04,0.89,0.45,-1.07,2.67,-3.04,-0.09,1.01,0.02,-2,0.78,-2.88,0.93,0,-0.36,5.37,1.16,-4.27,-235.746857,1231.39771,360.6277,-241.297714,1179.119,357.03653,-231.319992,1282.2561,361.676331,-244.634552,953.7217,318.542969,-244.805191,911.018555,340.044159,-225.659729,1334.70715,349.0409,-242.060547,1127.60718,342.1023,-245.088425,1032.94543,312.418732,-243.493423,993.9946,294.455566,-242.542862,1082.09521,321.22226
1822129,-0.03,0.9,0.46,-0.85,2.56,-2.75,-0.09,1.01,0.02,-1.99,0.85,-2.74,0.93,0,-0.36,5.25,0.98,-4.39,-235.563141,1231.42334,360.672882,-244.532745,953.724365,318.6396,-241.148224,1179.12988,357.059448,-231.1774,1282.23682,361.645782,-244.735092,911.026245,340.150848,-225.451752,1334.75574,349.0432,-241.9809,1127.61536,342.096283,-245.050186,1032.92224,312.48175,-243.442581,993.994568,294.4909,-242.40564,1082.051,321.3872
1822139,-0.04,0.9,0.45,-0.37,2.66,-2.91,-0.09,1.01,0.02,-2.09,0.58,-2.78,0.93,0,-0.36,5.31,0.85,-4.52,-235.48111,1231.43738,360.66098,-244.504425,953.6868,318.704773,-244.74234,911.034,340.219879,-230.999069,1282.284,361.6311,-225.222214,1334.7699,349.103058,-241.763565,1127.55029,342.370575,-241.088669,1179.21143,356.61145,-244.994492,1032.94653,312.486633,-243.373154,994.0134,294.644165,-242.362686,1082.102,321.385132
