Elapsed Millisecond,IMU 1 - Acceleration X,IMU 1 - Acceleration Y,IMU 1 - Acceleration Z,IMU 1 - AngularVelocity X,IMU 1 - AngularVelocity Y,IMU 1 - AngularVelocity Z,IMU 2 - Acceleration X,IMU 2 - Acceleration Y,IMU 2 - Acceleration Z,IMU 2 - AngularVelocity X,IMU 2 - AngularVelocity Y,IMU 2 - AngularVelocity Z,IMU 3 - Acceleration X,IMU 3 - Acceleration Y,IMU 3 - Acceleration Z,IMU 3 - AngularVelocity X,IMU 3 - AngularVelocity Y,IMU 3 - AngularVelocity Z,Marker 1 - X,Marker 1 - Y,Marker 1 - Z,Marker 2 - X,Marker 2 - Y,Marker 2 - Z,Marker 3 - X,Marker 3 - Y,Marker 3 - Z,Marker 4 - X,Marker 4 - Y,Marker 4 - Z,Marker 5 - X,Marker 5 - Y,Marker 5 - Z,Marker 6 - X,Marker 6 - Y,Marker 6 - Z,Marker 7 - X,Marker 7 - Y,Marker 7 - Z,Marker 8 - X,Marker 8 - Y,Marker 8 - Z,Marker 9 - X,Marker 9 - Y,Marker 9 - Z,Marker 10 - X,Marker 10 - Y,Marker 10 - Z
1663858,-0.07,0.94,0.35,-4.55,1.72,-1.94,-0.11,0.98,0.18,-1.24,-1.27,-1.46,0.93,0.01,-0.35,4.21,2.56,-2.69,-262.212372,1196.533,337.990631,-263.6527,1144.12146,335.237579,-256.702118,1248.48743,331.015747,-278.233643,911.262756,320.796265,-275.080017,961.086731,312.954346,-248.271957,1348.26038,301.86734,-252.1503,1298.70813,323.141174,-266.87735,1041.86914,314.426239,-269.1868,998.5924,298.013763,-264.9253,1093.2937,325.636963
1663869,-0.07,0.94,0.35,-4.35,1.63,-1.73,-0.12,0.99,0.18,-1.49,-1.5,-1.46,0.94,0.01,-0.35,4.21,2.32,-2.56,-262.243927,1196.49792,337.97467,-263.722046,1144.09485,335.2484,-256.770569,1248.4447,330.972565,-275.152283,961.080566,312.925446,-278.2533,911.2931,320.79718,-248.324753,1348.24255,301.8507,-252.1982,1298.711,323.122284,-266.989166,1041.85669,314.411224,-269.3317,998.594849,297.8958,-264.9488,1093.30444,325.647217
1663878,-0.07,0.94,0.35,-3.73,1.63,-1.4,-0.11,0.99,0.18,-1.34,-1.63,-1.58,0.94,0,-0.36,4.33,1.89,-2.38,-262.3297,1196.52173,337.94696,-256.862823,1248.459,330.9089,-263.811157,1144.08862,335.187958,-275.228241,961.0826,312.936859,-248.364166,1348.21936,301.7612,-278.33493,911.253,320.789764,-252.277634,1298.68335,323.067657,-267.0575,1041.833,314.3761,-265.015137,1093.25891,325.6369,-269.3724,998.529846,297.9259
1663888,-0.06,0.95,0.35,-3.32,1.97,-1.46,-0.11,0.99,0.19,-1.3,-1.52,-1.23,0.94,0,-0.36,4.46,1.59,-2.2,-262.3903,1196.51208,337.954529,-263.888367,1144.10034,335.191071,-256.9205,1248.452,330.9114,-275.2594,961.08905,312.932068,-278.349152,911.275757,320.798645,-248.4629,1348.1969,301.7236,-252.345413,1298.6825,322.999,-265.0574,1093.19421,325.590851,-267.146,1041.7821,314.379272,-269.374023,998.5731,297.8973
1663898,-0.06,0.95,0.34,-3.09,1.72,-1.27,-0.11,0.99,0.19,-1.43,-1.59,-1.32,0.94,0,-0.36,4.52,1.28,-2.2,-262.488342,1196.54529,337.929077,-263.92746,1144.13684,335.198761,-275.353851,961.07605,312.955872,-256.961334,1248.47791,330.917938,-248.431183,1348.21753,301.7236,-278.40802,911.3341,320.816956,-252.360092,1298.729,323.011322,-267.176361,1041.838,314.378357,-265.1521,1093.21069,325.6341,-269.423828,998.5121,297.8661
1663909,-0.06,0.95,0.34,-2.76,1.82,-1.4,-0.11,0.99,0.19,-1.55,-1.24,-1.04,0.94,0,-0.35,4.39,1.04,-2.2,-262.5314,1196.57849,337.945068,-275.367279,961.096069,313.03775,-264.0192,1144.1543,335.2181,-257.030731,1248.51147,330.869568,-278.451569,911.34314,320.8875,-248.554642,1348.26465,301.672638,-252.427856,1298.75476,322.982361,-267.230652,1041.82788,314.4055,-265.191223,1093.25,325.671326,-269.4704,998.564331,297.9964
1663918,-0.06,0.94,0.34,-2.59,1.98,-1.46,-0.1,0.98,0.19,-1.41,-0.52,-0.91,0.94,0,-0.35,4.21,0.98,-2.2,-262.630127,1196.59717,337.933624,-275.4199,961.120544,313.082184,-264.089325,1144.17163,335.2349,-257.1452,1248.49988,330.846863,-278.494781,911.3355,320.945435,-248.611755,1348.272,301.63623,-252.533859,1298.78125,322.9623,-267.347229,1041.83032,314.462921,-265.27594,1093.22449,325.70343,-269.614349,998.5996,298.017456
1663928,-0.06,0.94,0.34,-2.62,2.07,-1.53,-0.11,0.98,0.19,-1.63,-0.5,-0.76,0.93,0,-0.36,3.91,0.79,-2.38,-262.65,1196.61292,337.923126,-275.486755,961.099,313.1159,-264.094727,1144.18628,335.279633,-257.1536,1248.5376,330.860168,-278.5791,911.3317,320.9693,-248.6071,1348.26819,301.600281,-252.535049,1298.79993,322.951416,-267.361023,1041.88171,314.472382,-265.2727,1093.31445,325.699554,-269.620178,998.6126,298.069946
1663938,-0.06,0.94,0.33,-2.08,2.27,-1.59,-0.11,0.98,0.19,-1.62,-0.4,-0.77,0.93,0,-0.36,3.91,0.79,-2.38,-262.725861,1196.6311,337.921326,-275.477081,961.1467,313.172974,-264.213135,1144.247,335.25415,-257.210571,1248.56311,330.850677,-278.5668,911.3601,321.054169,-248.681747,1348.31152,301.575073,-252.6118,1298.836,322.9148,-267.3866,1041.95508,314.570648,-265.295654,1093.32471,325.689484,-269.587738,998.57,298.217621
1663948,-0.07,0.94,0.33,-2.14,2.27,-1.46,-0.11,0.98,0.19,-1.37,-0.59,-0.38,0.93,0,-0.35,3.97,0.73,-2.44,-262.7631,1196.69409,337.9651,-275.566162,961.145935,313.2599,-257.265228,1248.60645,330.877045,-264.21283,1144.2981,335.33255,-278.652618,911.367554,321.118134,-248.765717,1348.34253,301.5758,-252.658646,1298.85974,322.959869,-267.4797,1042.00549,314.65448,-265.373047,1093.39319,325.78418,-269.64447,998.640869,298.301971
