Elapsed Millisecond,IMU 1 - Acceleration X,IMU 1 - Acceleration Y,IMU 1 - Acceleration Z,IMU 1 - AngularVelocity X,IMU 1 - AngularVelocity Y,IMU 1 - AngularVelocity Z,IMU 2 - Acceleration X,IMU 2 - Acceleration Y,IMU 2 - Acceleration Z,IMU 2 - AngularVelocity X,IMU 2 - AngularVelocity Y,IMU 2 - AngularVelocity Z,IMU 3 - Acceleration X,IMU 3 - Acceleration Y,IMU 3 - Acceleration Z,IMU 3 - AngularVelocity X,IMU 3 - AngularVelocity Y,IMU 3 - AngularVelocity Z,Marker 1 - X,Marker 1 - Y,Marker 1 - Z,Marker 2 - X,Marker 2 - Y,Marker 2 - Z,Marker 3 - X,Marker 3 - Y,Marker 3 - Z,Marker 4 - X,Marker 4 - Y,Marker 4 - Z,Marker 5 - X,Marker 5 - Y,Marker 5 - Z,Marker 6 - X,Marker 6 - Y,Marker 6 - Z,Marker 7 - X,Marker 7 - Y,Marker 7 - Z,Marker 8 - X,Marker 8 - Y,Marker 8 - Z,Marker 9 - X,Marker 9 - Y,Marker 9 - Z,Marker 10 - X,Marker 10 - Y,Marker 10 - Z
3125395,-0.17,0.41,0.9,-2.36,1.4,1.01,-0.19,0.03,0.97,-5.23,-2.62,0.42,0.42,0.01,0.91,3.36,1.65,-0.92,-102.794113,1093.319,212.280258,-170.130173,1058.233,277.354584,-23.9612522,1115.5531,153.370071,-198.019989,1038.353,307.731262,59.01162,1130.47156,93.21781,-63.14517,1102.66064,182.846161,100.7102,1136.1748,63.9983521,16.2365856,1125.59912,122.135963,142.403412,1131.39563,31.9623,-131.20166,1068.82739,238.858459
3125405,-0.18,0.41,0.89,-2.36,1.37,0.98,-0.2,0.03,0.97,-5.09,-2.65,0.52,0.42,0.01,0.91,3.48,1.77,-0.79,-103.013313,1093.34839,212.023651,-170.198227,1058.29041,277.209381,-24.062252,1115.61841,153.142014,-198.155731,1038.36157,307.536957,100.572021,1136.19751,63.6950378,16.1582546,1125.65234,121.898949,-63.32538,1102.77332,182.5795,58.85935,1130.53552,92.96481,142.221191,1131.37854,31.626482,-131.3494,1068.88928,238.598343
3125415,-0.18,0.41,0.9,-1.71,1.46,1.34,-0.19,0.03,0.97,-5.25,-2.72,0.85,0.42,0.01,0.91,3.66,1.95,-0.79,-103.013313,1093.34839,212.023651,-170.198227,1058.29041,277.209381,-24.062252,1115.61841,153.142014,-198.155731,1038.36157,307.536957,100.572021,1136.19751,63.6950378,16.1582546,1125.65234,121.898949,-63.32538,1102.77332,182.5795,58.85935,1130.53552,92.96481,142.221191,1131.37854,31.626482,-131.3494,1068.88928,238.598343
3125425,-0.18,0.41,0.9,-1.64,1.9,1.2,-0.19,0.03,0.96,-5.29,-3.21,0.92,0.42,0.01,0.91,3.6,2.2,-0.73,-103.209724,1093.40173,211.743286,-170.288132,1058.3092,277.067078,-198.248184,1038.39746,307.36554,-24.19657,1115.70923,152.941483,100.427223,1136.22766,63.3957329,15.9744072,1125.75708,121.645721,-63.473568,1102.83044,182.388031,58.6132164,1130.62085,92.57435,-131.50502,1068.99426,238.43602,142.06601,1131.3927,31.3278923
3125436,-0.18,0.41,0.89,-1.49,1.71,1.55,-0.19,0.03,0.97,-5.51,-2.53,1.08,0.42,0.01,0.91,3.42,2.44,-0.79,-103.375908,1093.55945,211.470245,-170.439148,1058.436,276.831238,-198.351349,1038.52332,307.133179,-63.73013,1103.056,181.9687,-24.4722385,1115.8844,152.539108,15.6314907,1125.98193,121.147087,99.97247,1136.38,62.7684479,58.2576523,1130.762,92.0341949,-131.657745,1069.09741,238.231659,141.74321,1131.43481,30.78579
3125445,-0.17,0.41,0.89,-1.32,1.48,1.49,-0.19,0.04,0.97,-5.52,-2.28,1.05,0.43,0.01,0.91,3.48,2.5,-0.79,-103.375908,1093.55945,211.470245,-170.439148,1058.436,276.831238,-198.351349,1038.52332,307.133179,-63.73013,1103.056,181.9687,-24.4722385,1115.8844,152.539108,15.6314907,1125.98193,121.147087,99.97247,1136.38,62.7684479,58.2576523,1130.762,92.0341949,-131.657745,1069.09741,238.231659,141.74321,1131.43481,30.78579
3125455,-0.17,0.41,0.89,-1.05,1.64,1.88,-0.19,0.03,0.96,-6.11,-1.75,0.79,0.43,0.01,0.91,3.48,2.62,-0.79,-103.6742,1093.74829,211.164978,-170.682938,1058.5166,276.5555,-198.540283,1038.59119,306.8515,99.51105,1136.47571,62.20655,-24.8728256,1116.16455,152.094208,-64.23221,1103.27051,181.500153,15.2514954,1126.178,120.749489,57.80301,1130.98779,91.51733,-131.933014,1069.21521,237.930954,141.12709,1131.508,30.1548824
3125465,-0.17,0.41,0.9,-1.12,1.83,1.95,-0.19,0.04,0.96,-6.18,-1.75,0.62,0.42,0.01,0.9,3.3,2.81,-0.79,-103.6742,1093.74829,211.164978,-170.682938,1058.5166,276.5555,-198.540283,1038.59119,306.8515,99.51105,1136.47571,62.20655,-24.8728256,1116.16455,152.094208,-64.23221,1103.27051,181.500153,15.2514954,1126.178,120.749489,57.80301,1130.98779,91.51733,-131.933014,1069.21521,237.930954,141.12709,1131.508,30.1548824
3125476,-0.17,0.41,0.9,-0.71,1.67,1.54,-0.18,0.03,0.96,-6.49,-1.97,1.05,0.43,0,0.9,3.17,2.81,-0.92,-170.9889,1058.58337,276.347961,-104.01062,1093.90588,210.931122,-198.819214,1038.61816,306.6395,99.0168152,1136.64783,61.71399,-25.3381767,1116.38342,151.666672,14.7901592,1126.38672,120.333931,-64.59219,1103.4906,181.2252,57.38402,1131.18372,91.0950546,-132.22612,1069.2959,237.800583,140.634,1131.52576,29.6271362
3125486,-0.17,0.41,0.9,-0.46,1.77,1.72,-0.18,0.03,0.96,-6.32,-1.24,1.21,0.42,0,0.9,2.81,2.75,-0.98,-171.125381,1058.61987,276.202759,-104.093338,1094.04285,210.880112,-198.918,1038.65845,306.575745,98.79408,1136.70911,61.4706,14.5383654,1126.50452,120.117645,-25.55461,1116.47949,151.496429,-64.7882156,1103.5575,181.105835,57.17432,1131.27478,90.95653,-132.463715,1069.36353,237.5906,140.442978,1131.5426,29.4057274
