Elapsed Millisecond,IMU 1 - Acceleration X,IMU 1 - Acceleration Y,IMU 1 - Acceleration Z,IMU 1 - AngularVelocity X,IMU 1 - AngularVelocity Y,IMU 1 - AngularVelocity Z,IMU 2 - Acceleration X,IMU 2 - Acceleration Y,IMU 2 - Acceleration Z,IMU 2 - AngularVelocity X,IMU 2 - AngularVelocity Y,IMU 2 - AngularVelocity Z,IMU 3 - Acceleration X,IMU 3 - Acceleration Y,IMU 3 - Acceleration Z,IMU 3 - AngularVelocity X,IMU 3 - AngularVelocity Y,IMU 3 - AngularVelocity Z,Marker 1 - X,Marker 1 - Y,Marker 1 - Z,Marker 2 - X,Marker 2 - Y,Marker 2 - Z,Marker 3 - X,Marker 3 - Y,Marker 3 - Z,Marker 4 - X,Marker 4 - Y,Marker 4 - Z,Marker 5 - X,Marker 5 - Y,Marker 5 - Z,Marker 6 - X,Marker 6 - Y,Marker 6 - Z,Marker 7 - X,Marker 7 - Y,Marker 7 - Z,Marker 8 - X,Marker 8 - Y,Marker 8 - Z,Marker 9 - X,Marker 9 - Y,Marker 9 - Z,Marker 10 - X,Marker 10 - Y,Marker 10 - Z
4855217,0.06,0.96,0.3,-3.79,2.54,-1.43,-0.04,0.96,0.3,-0.72,0.44,-0.53,0.91,-0.08,-0.4,3.72,2.32,-2.38,-258.195,1325.07825,250.185913,-256.55426,1274.51892,249.606079,-249.745911,1089.61646,221.860245,-257.243073,1377.506,244.437408,-256.349548,1472.632,198.494156,-256.365875,1428.68457,232.049408,-253.550949,1221.80981,244.447174,-248.435257,1044.34473,221.0914,-248.566788,1133.21741,213.195663,-251.556244,1168.952,223.783035
4855227,0.06,0.96,0.31,-3.58,2.53,-1.27,-0.04,0.96,0.3,-0.63,0.5,-0.39,0.91,-0.08,-0.4,3.6,2.38,-2.32,-258.187622,1325.09717,250.201248,-256.464478,1274.53271,249.633224,-249.74025,1089.59875,221.8995,-256.327484,1472.5929,198.503082,-256.353638,1428.658,232.057755,-257.234772,1377.49048,244.46347,-253.537064,1221.86743,244.426727,-248.409164,1044.34155,221.038971,-248.557083,1133.2002,213.219711,-251.589325,1168.943,223.734192
4855238,0.06,0.96,0.3,-3.49,2.47,-1.7,-0.04,0.96,0.3,-0.61,0.25,-0.1,0.91,-0.08,-0.4,3.78,2.38,-2.2,-258.136475,1325.1073,250.184341,-256.4783,1274.511,249.615814,-249.7461,1089.61182,221.8793,-256.272278,1472.57007,198.500931,-256.334167,1428.67,232.027115,-257.2279,1377.48291,244.41745,-253.471451,1221.80286,244.431763,-248.390518,1044.3147,221.07576,-248.484756,1133.23633,213.24176,-251.544083,1169.06335,223.7465
4855248,0.06,0.96,0.3,-3.52,2.75,-1.75,-0.04,0.96,0.3,-0.57,0.47,-0.28,0.91,-0.08,-0.4,3.78,2.38,-2.2,-258.14444,1325.10632,250.192261,-256.460175,1274.51672,249.628738,-249.7062,1089.62732,221.880936,-256.3092,1472.59473,198.473358,-257.18338,1377.49158,244.477966,-256.339844,1428.69141,232.049576,-248.338684,1044.28052,221.1218,-253.435455,1221.87512,244.4534,-248.567322,1133.28516,213.177765,-251.554214,1168.95923,223.7393
4855258,0.06,0.96,0.31,-3.41,2.82,-1.57,-0.04,0.96,0.29,-0.83,0.11,-0.18,0.91,-0.08,-0.4,3.78,2.38,-2.26,-258.193329,1325.1272,250.172638,-256.5248,1274.52832,249.626083,-249.695663,1089.616,221.894577,-256.3247,1472.60645,198.501282,-257.160919,1377.53,244.473587,-256.3325,1428.69812,232.026031,-253.438644,1221.82556,244.477142,-248.366013,1044.36487,221.11261,-248.523819,1133.21411,213.236481,-251.560791,1169.04785,223.668945
4855267,0.05,0.96,0.31,-3.61,2.41,-1.89,-0.04,0.96,0.3,-1.12,0.12,-0.31,0.91,-0.08,-0.4,3.72,2.5,-2.14,-258.130341,1325.13574,250.1866,-256.470856,1274.57532,249.609711,-249.691086,1089.62476,221.878387,-256.365173,1472.66711,198.487534,-256.343475,1428.70276,232.055054,-257.223969,1377.53882,244.4622,-253.412,1221.8866,244.529892,-248.421768,1044.389,221.069092,-248.4967,1133.22107,213.234039,-251.483856,1169.06775,223.775665
4855278,0.06,0.96,0.3,-3.63,2.27,-1.63,-0.05,0.96,0.3,-1.09,-0.08,-0.44,0.91,-0.07,-0.4,3.72,2.5,-2.14,-258.149323,1325.16772,250.19313,-256.45343,1274.5752,249.650024,-249.720413,1089.66943,221.8862,-256.3075,1472.684,198.521484,-257.188263,1377.54419,244.495728,-256.339752,1428.73865,232.056442,-253.401886,1221.917,244.494186,-248.33699,1044.37585,221.106949,-248.508835,1133.24768,213.210815,-251.487213,1169.07776,223.738022
4855288,0.06,0.96,0.3,-3.53,2.17,-1.67,-0.04,0.96,0.3,-1.12,0.13,-0.4,0.91,-0.07,-0.4,3.78,2.44,-2.08,-258.121979,1325.16492,250.174973,-249.681061,1089.67993,221.8854,-256.463867,1274.58032,249.656662,-256.337433,1428.74207,232.028,-256.361633,1472.67419,198.480469,-257.212067,1377.539,244.419083,-253.402649,1221.93481,244.433,-248.303284,1044.24475,221.124908,-248.461151,1133.22974,213.183716,-251.426941,1169.1311,223.734436
4855299,0.06,0.96,0.3,-3.59,1.87,-1.85,-0.04,0.96,0.3,-1.35,0.23,-0.62,0.91,-0.07,-0.4,3.85,2.26,-2.01,-258.07724,1325.13123,250.171478,-256.437927,1274.56531,249.636292,-249.646973,1089.68042,221.86261,-256.33847,1472.66077,198.487488,-257.1398,1377.53149,244.444855,-256.306122,1428.75732,232.031815,-253.328613,1221.9231,244.4962,-248.290054,1044.32715,221.172256,-248.489441,1133.26025,213.177979,-251.473022,1169.07727,223.7477
4855308,0.05,0.96,0.31,-3.69,1.95,-1.87,-0.04,0.95,0.3,-0.8,0.28,-0.58,0.91,-0.08,-0.4,3.85,2.26,-2.01,-258.0413,1325.108,250.181488,-249.689468,1089.6521,221.8673,-257.15567,1377.52734,244.439117,-256.308044,1472.63867,198.462341,-256.3411,1428.692,231.974854,-253.38327,1221.80945,244.535675,-248.226852,1044.34668,221.0944,-256.6442,1274.618,249.406982,-248.489136,1133.227,213.198715,-251.456635,1169.02637,223.697235
4855318,0.06,0.96,0.3,-3.76,2.17,-1.76,-0.04,0.95,0.3,-0.73,0.06,-0.3,0.91,-0.08,-0.4,3.91,2.44,-2.08,-258.06604,1325.12146,250.145752,-249.6653,1089.61169,221.844437,-256.400543,1472.612,198.4139,-256.455536,1274.55664,249.56601,-256.2808,1428.7179,232.000961,-257.194336,1377.50317,244.357986,-253.374268,1221.84277,244.468918,-248.25296,1044.33032,221.0556,-248.464172,1133.27966,213.156143,-251.4527,1169.05554,223.730728
4855328,0.06,0.96,0.31,-4.1,2.17,-1.78,-0.04,0.96,0.3,-0.57,0.12,-0.34,0.91,-0.08,-0.4,3.97,2.62,-2.08,-258.093445,1325.0957,250.133667,-249.639908,1089.64746,221.8697,-256.315216,1472.58813,198.421783,-257.2121,1377.52417,244.36644,-256.494354,1274.5365,249.550278,-256.38324,1428.657,231.9327,-253.375534,1221.79919,244.484741,-248.301086,1044.28857,221.0975,-248.463577,1133.20239,213.217834,-251.49437,1168.9679,223.695648
4855339,0.06,0.96,0.31,-4.34,2.01,-1.69,-0.04,0.96,0.3,-0.67,0.03,-0.4,0.91,-0.08,-0.4,3.97,2.62,-2.08,-258.1243,1325.09851,250.1354,-249.639984,1089.64441,221.9169,-256.410675,1428.68408,231.946121,-256.408478,1472.57507,198.359482,-256.486267,1274.55566,249.540268,-257.2292,1377.49927,244.346985,-253.427444,1221.791,244.438339,-248.248749,1044.27686,221.091034,-248.50386,1133.25159,213.1659,-251.452545,1168.967,223.807053
