Elapsed Millisecond,IMU 1 - Acceleration X,IMU 1 - Acceleration Y,IMU 1 - Acceleration Z,IMU 1 - AngularVelocity X,IMU 1 - AngularVelocity Y,IMU 1 - AngularVelocity Z,IMU 2 - Acceleration X,IMU 2 - Acceleration Y,IMU 2 - Acceleration Z,IMU 2 - AngularVelocity X,IMU 2 - AngularVelocity Y,IMU 2 - AngularVelocity Z,IMU 3 - Acceleration X,IMU 3 - Acceleration Y,IMU 3 - Acceleration Z,IMU 3 - AngularVelocity X,IMU 3 - AngularVelocity Y,IMU 3 - AngularVelocity Z,Marker 1 - X,Marker 1 - Y,Marker 1 - Z,Marker 2 - X,Marker 2 - Y,Marker 2 - Z,Marker 3 - X,Marker 3 - Y,Marker 3 - Z,Marker 4 - X,Marker 4 - Y,Marker 4 - Z,Marker 5 - X,Marker 5 - Y,Marker 5 - Z,Marker 6 - X,Marker 6 - Y,Marker 6 - Z,Marker 7 - X,Marker 7 - Y,Marker 7 - Z,Marker 8 - X,Marker 8 - Y,Marker 8 - Z,Marker 9 - X,Marker 9 - Y,Marker 9 - Z,Marker 10 - X,Marker 10 - Y,Marker 10 - Z
4987778,-0.15,0.3,0.94,-2.19,1.4,-1.93,-0.25,-0.03,0.93,-0.03,0.21,-0.14,0.49,0.04,0.87,4.27,3.05,-2.38,-52.96279,1251.06067,-16.9574738,-196.838028,1155.31177,165.879974,-17.3579025,1256.1792,-55.44215,-213.729065,1128.48108,199.874481,-116.903885,1220.481,58.40584,-85.0867844,1238.90259,20.27561,16.2032566,1258.50513,-94.76694,46.5859,1240.72864,-137.395981,-172.061935,1173.85486,127.328354,-150.37233,1195.74963,95.62781
4987787,-0.14,0.31,0.94,-2.24,1.45,-1.99,-0.25,-0.03,0.94,-0.25,-0.18,-0.1,0.49,0.04,0.87,4.27,2.93,-2.44,-52.84559,1251.13721,-16.9789772,-196.770752,1155.30029,165.845535,-213.67926,1128.51074,199.837936,-17.2955666,1256.16809,-55.46656,-85.051445,1239.00378,20.1854687,-116.825188,1220.52979,58.3586731,16.2437782,1258.57068,-94.83353,46.6463051,1240.77551,-137.487061,-172.003525,1173.894,127.267143,-150.150681,1195.77319,95.64101
4987798,-0.14,0.31,0.94,-2.66,1.34,-1.96,-0.25,-0.02,0.94,-0.07,0.08,-0.04,0.49,0.03,0.87,4.27,2.87,-2.32,-52.77902,1251.1875,-17.0090084,-116.451942,1220.55225,58.5166969,-196.660782,1155.31091,165.802,-17.14003,1256.217,-55.4577255,-213.59111,1128.49512,199.773727,-84.95086,1239.01538,20.18612,16.330574,1258.62793,-94.84846,46.712738,1240.85742,-137.525772,-171.915726,1173.875,127.158218,-150.098541,1195.79065,95.60403
4987807,-0.14,0.31,0.94,-2.69,1.44,-2.03,-0.25,-0.03,0.93,-0.53,-0.02,0.33,0.49,0.03,0.87,4.27,2.87,-2.32,-52.71463,1251.24023,-17.0637054,-196.608154,1155.3009,165.73587,-17.1206417,1256.26819,-55.56655,-213.514633,1128.49744,199.727859,-116.75071,1220.57788,58.1512451,-84.84107,1238.98914,20.1766357,16.4078331,1258.66052,-94.89527,46.7505836,1240.897,-137.54982,-171.767242,1173.886,127.106422,-150.026291,1195.826,95.54855
4987818,-0.15,0.31,0.93,-2.54,1.52,-1.93,-0.25,-0.03,0.94,-0.35,0.27,0.14,0.49,0.03,0.87,4.15,2.93,-2.2,-196.511917,1155.27942,165.678909,-17.1479759,1256.30042,-55.6318321,-52.6474762,1250.98865,-17.22552,-213.487183,1128.47339,199.650391,-84.6629257,1238.9541,20.1557789,-116.578804,1220.561,58.1708755,16.4110813,1258.70837,-95.00196,46.9037743,1240.95752,-137.593323,-171.713638,1173.85449,127.068542,-150.120178,1195.989,95.46988
4987828,-0.15,0.31,0.94,-2.38,1.82,-2.03,-0.25,-0.03,0.93,-0.31,0.19,0.14,0.49,0.04,0.87,3.91,2.69,-2.14,-196.435989,1155.25464,165.6263,-52.60638,1251.01416,-17.2957344,-213.371552,1128.48718,199.568,-84.62898,1238.98865,20.0864334,-116.540588,1220.59106,58.1149,16.4943562,1258.728,-95.05521,-17.15926,1256.4812,-55.8388,46.9275169,1241.02454,-137.6703,-150.062775,1195.99658,95.36055,-171.665085,1173.885,126.987106
4987838,-0.15,0.31,0.94,-2.9,1.76,-1.7,-0.25,-0.03,0.94,-0.32,0.08,0.52,0.49,0.04,0.87,3.91,2.69,-2.14,-196.359482,1155.31677,165.577835,-17.0562954,1256.45764,-55.77911,-52.5484276,1251.02917,-17.3403587,-213.301514,1128.53516,199.528549,-84.59997,1238.989,20.02484,-116.41214,1220.604,58.0631027,16.4656487,1258.72778,-95.13498,46.9924278,1241.1123,-137.734863,-171.558548,1173.88953,126.933487,-150.073242,1196.07642,95.3393
4987848,-0.15,0.31,0.94,-2.72,2.21,-1.63,-0.25,-0.03,0.94,-0.18,-0.16,0.25,0.49,0.04,0.87,3.72,2.69,-2.26,-196.290848,1155.32166,165.501541,-116.082504,1220.69385,58.2195854,-52.5129166,1251.08142,-17.42683,-16.9779186,1256.48218,-55.80592,-213.2357,1128.56238,199.448563,-84.51834,1239.07837,19.992197,16.6033478,1258.85156,-95.16516,-171.501282,1173.8623,126.991585,47.042408,1241.2074,-137.785431,-149.8682,1196.13672,95.33411
4987857,-0.15,0.31,0.94,-2.75,2.26,-1.54,-0.25,-0.03,0.94,-0.47,-0.21,0.4,0.49,0.04,0.87,3.6,2.62,-2.14,-196.231049,1155.34729,165.474518,-16.9669647,1256.55591,-55.87013,-52.4857,1251.11768,-17.4874516,-213.193939,1128.59143,199.3769,-84.47134,1239.1001,19.96126,-116.2513,1220.71228,57.9881744,16.60732,1258.91138,-95.2337952,47.0709267,1241.231,-137.832382,-149.866867,1196.17322,95.28055,-171.467758,1173.93384,126.846481
4987868,-0.15,0.31,0.95,-2.32,2.17,-1.48,-0.26,-0.03,0.94,-0.43,-0.02,0.24,0.49,0.04,0.87,3.6,2.62,-2.14,-196.176666,1155.37573,165.407272,-16.8876247,1256.61914,-55.9579773,-213.113892,1128.60693,199.345825,-52.42428,1251.1709,-17.52375,-84.4115,1239.17175,19.904129,-116.222778,1220.715,57.91011,16.6691685,1258.92615,-95.2675247,47.1165047,1241.3136,-137.941391,-149.815628,1196.20337,95.1334152,-171.4213,1173.96423,126.819862
