Elapsed Millisecond,IMU 1 - Acceleration X,IMU 1 - Acceleration Y,IMU 1 - Acceleration Z,IMU 1 - AngularVelocity X,IMU 1 - AngularVelocity Y,IMU 1 - AngularVelocity Z,IMU 2 - Acceleration X,IMU 2 - Acceleration Y,IMU 2 - Acceleration Z,IMU 2 - AngularVelocity X,IMU 2 - AngularVelocity Y,IMU 2 - AngularVelocity Z,IMU 3 - Acceleration X,IMU 3 - Acceleration Y,IMU 3 - Acceleration Z,IMU 3 - AngularVelocity X,IMU 3 - AngularVelocity Y,IMU 3 - AngularVelocity Z,Marker 1 - X,Marker 1 - Y,Marker 1 - Z,Marker 2 - X,Marker 2 - Y,Marker 2 - Z,Marker 3 - X,Marker 3 - Y,Marker 3 - Z,Marker 4 - X,Marker 4 - Y,Marker 4 - Z,Marker 5 - X,Marker 5 - Y,Marker 5 - Z,Marker 6 - X,Marker 6 - Y,Marker 6 - Z,Marker 7 - X,Marker 7 - Y,Marker 7 - Z,Marker 8 - X,Marker 8 - Y,Marker 8 - Z,Marker 9 - X,Marker 9 - Y,Marker 9 - Z,Marker 10 - X,Marker 10 - Y,Marker 10 - Z
3767933,-0.13,0.89,0.45,-5.97,18.49,5.62,-0.08,1,0.08,-8.88,22.12,1.54,0.93,-0.02,-0.38,-11.66,-3.11,-9.16,-261.951782,916.5456,259.48175,-251.268753,1096.58923,264.0135,-249.075684,1146.24036,262.972565,-246.108109,1199.38232,262.0625,-239.228119,1300.89929,237.237747,-241.7305,1250.01453,257.305328,-264.1336,868.4137,267.765747,-254.1264,954.7658,227.789551,-250.558563,1043.61255,256.267426,-251.442856,990.531,238.250153
3767943,-0.13,0.89,0.45,-6.43,18.59,5.45,-0.09,1,0.08,-9.16,20.95,1.09,0.93,-0.02,-0.38,-11.54,-3.3,-9.22,-261.466,916.634033,259.556854,-248.551544,1146.3689,262.8049,-250.794739,1096.66663,263.897675,-245.645889,1199.47363,261.807129,-263.6551,868.53,267.874268,-241.2205,1250.14551,257.072937,-238.838,1301.00183,236.881882,-253.8281,954.7365,227.729385,-250.180313,1043.62341,256.144745,-250.988251,990.5581,238.26358
3767953,-0.14,0.89,0.45,-6.59,18.65,5.36,-0.09,1.01,0.08,-8.9,20.46,1.43,0.93,-0.02,-0.37,-11.6,-3.48,-9.28,-261.082123,916.698364,259.6394,-250.283783,1096.83569,263.773,-248.087463,1146.51526,262.597015,-245.125717,1199.58887,261.5907,-263.0904,868.700256,267.950958,-240.800751,1250.27954,256.6749,-238.383331,1301.1571,236.51265,-253.534058,954.8084,227.711777,-249.685089,1043.79382,256.148682,-250.643616,990.546753,238.270432
3767963,-0.14,0.89,0.45,-6.72,18.39,5.23,-0.1,1.01,0.09,-8.7,19.93,1.24,0.94,-0.02,-0.38,-11.84,-3.85,-9.34,-249.768311,1096.98328,263.62027,-260.647,916.8166,259.667328,-237.996231,1301.23376,236.204834,-240.377151,1250.336,256.353821,-244.672485,1199.6947,261.286682,-262.632233,868.7745,268.000122,-249.1679,1044.16077,256.229553,-253.176834,954.8398,227.620178,-247.538086,1146.54968,262.118164,-250.144974,990.7789,238.275818
3767974,-0.14,0.89,0.45,-6.58,18.17,5.14,-0.1,1.01,0.09,-8.64,19.5,1.72,0.94,-0.02,-0.38,-12.08,-4.15,-9.28,-249.299347,1097.03479,263.41507,-260.1516,916.8708,259.778473,-237.52356,1301.42334,235.806015,-244.1875,1199.81958,261.015778,-239.787155,1250.38684,256.094421,-262.312866,868.7943,267.934143,-248.753464,1044.30945,255.975342,-252.873947,954.890747,227.506622,-247.112946,1146.7135,261.906219,-249.77034,990.9522,238.198013
3767983,-0.14,0.89,0.44,-6.76,17.94,4.86,-0.1,1,0.1,-8.72,19.59,1.89,0.94,-0.01,-0.38,-11.9,-4.64,-9.16,-248.709549,1097.21948,263.214722,-259.6236,916.9463,259.851318,-243.699417,1199.94177,260.687744,-261.774841,868.8501,268.061127,-239.347382,1250.52307,255.694443,-237.232376,1301.49927,235.295685,-248.263123,1044.38281,255.865372,-252.426376,954.8488,227.441635,-246.5908,1146.85449,261.6408,-249.450592,990.907043,238.240891
3767993,-0.15,0.88,0.45,-5.93,17.46,4.8,-0.1,1,0.1,-8.24,19.35,1.94,0.93,-0.01,-0.37,-11.9,-5.19,-9.16,-248.220062,1097.3667,262.9931,-259.141479,916.990845,259.914429,-246.113266,1147.038,261.581848,-243.218018,1200.06506,260.375458,-261.343933,868.9223,268.125946,-238.982117,1250.69836,255.204285,-247.829254,1044.51953,255.732651,-236.906876,1301.58765,234.8295,-252.274933,955.089539,227.437683,-249.075821,991.032532,238.134155
3768003,-0.15,0.88,0.44,-5.88,17.23,4.67,-0.1,0.99,0.11,-7.97,18.59,1.87,0.93,0,-0.37,-11.47,-5.55,-9.03,-247.79129,1097.48474,262.7747,-258.738373,917.0401,259.944366,-245.61792,1147.18457,261.2798,-242.775589,1200.18665,260.0257,-260.825226,868.9109,268.1714,-247.256012,1044.60278,255.554016,-238.5319,1250.84387,254.812134,-236.617432,1301.72742,234.3568,-251.912048,955.087463,227.386017,-248.710175,991.165833,238.09877
3768013,-0.15,0.88,0.44,-5.45,16.55,4.54,-0.1,0.99,0.1,-7.95,18.1,1.59,0.93,0,-0.36,-10.56,-5.68,-8.91,-258.401367,917.1029,259.9194,-245.192978,1147.29761,260.98114,-247.318954,1097.616,262.505157,-242.2227,1200.32764,259.750458,-260.431946,869.072266,268.1262,-238.07486,1250.957,254.384964,-246.886261,1044.716,255.389587,-236.304733,1301.78162,233.972351,-251.838882,955.6454,228.319,-248.337677,991.2523,238.056015
3768024,-0.15,0.87,0.45,-4.84,15.89,3.74,-0.1,0.99,0.1,-7.87,17.4,1.21,0.93,0,-0.36,-10.56,-5.68,-8.91,-258.048676,917.157654,259.855438,-246.919022,1097.77539,262.2411,-244.740463,1147.46619,260.666779,-241.877609,1200.40088,259.377838,-259.976654,869.096252,268.164581,-237.710739,1251.12268,253.998062,-236.076736,1301.846,233.4542,-251.5212,955.7622,228.394867,-246.408066,1044.57239,255.369064,-247.9145,991.404,238.017334
3768034,-0.15,0.88,0.44,-4.43,15.33,3.47,-0.1,0.99,0.1,-7.68,16.23,0.94,0.93,0,-0.35,-10.07,-5.62,-8.85,-246.507385,1097.89709,262.018036,-257.6933,917.2642,259.828583,-244.343613,1147.58508,260.3687,-241.400574,1200.58813,259.0054,-259.649231,869.106934,268.184631,-237.3342,1251.31726,253.580231,-235.755768,1301.91113,233.047577,-246.034561,1044.6687,255.117416,-251.30217,955.7901,228.263367,-247.600266,991.462036,238.024078
3768044,-0.15,0.88,0.44,-3.87,14.44,3.25,-0.1,0.99,0.1,-7.84,15.38,0.78,0.93,0,-0.35,-8.73,-5.49,-8.42,-257.366547,917.377136,259.788422,-243.9451,1147.69385,260.057983,-246.0853,1098.03015,261.741852,-241.059067,1200.77954,258.613434,-236.9121,1251.47925,253.187347,-259.335815,869.128662,268.1301,-235.514374,1302.03357,232.568863,-245.82251,1044.99072,254.808472,-250.963837,955.894531,228.272552,-247.211563,991.617249,238.063431
3768054,-0.15,0.88,0.44,-3.59,13.27,2.37,-0.11,0.99,0.1,-7.57,15.02,0.54,0.93,0,-0.35,-8.73,-5.49,-8.3,-243.563721,1147.8042,259.742432,-245.621918,1098.225,261.494781,-256.983978,917.4996,259.7242,-240.661057,1200.96509,258.2389,-258.979553,869.209351,268.1428,-236.500641,1251.611,252.74704,-245.392044,1045.14819,254.5378,-235.240082,1302.16772,232.034424,-250.604919,955.992859,228.308365,-246.927475,991.6912,237.907578
